Name,Age,Nationality,Overall,Potential,Club
J. Rojas,28,Ecuador,70,70,Talleres de Cordoba
G. Sagal,33,Chile,70,70,Audax Italiano
A. Saltininio,33,Chile,70,70,Audax Italiano
W. Johnson,30,Canada,70,70,Orlando City Soccer Club
D. Drexler,27,Germany,70,70,Holstein Kiel
G. Hall,25,England,70,72,Queens Park Rangers
Matheus Pereira,19,Brazil,70,85,Girondins de Bordeaux
D. Bakar,28,Comoros,70,70,Tours FC
J. Grahl,28,Germany,70,71,VfB Stuttgart
S. Schipplock,28,Germany,70,70,Hamburger SV
Daguinho Parrela,33,Brazil,70,70,Sociedade Esportiva Palmeiras
A. Tinnerholm,26,Sweden,70,71,Malmö FF
J. Drost,24,Netherlands,70,74,FC Groningen
B. van Polen,31,Netherlands,70,70,PEC Zwolle
L. Rodríguez,20,Argentina,70,81,Estudiantes de La Plata
A. Mantovani,33,Italy,70,70,Novara
M. Saymak,24,Netherlands,70,74,PEC Zwolle
F. Ballas,24,Germany,70,74,SG Dynamo Dresden
J. Murphy,27,Scotland,70,70,Brighton & Hove Albion
S. Winnall,26,England,70,73,Derby County
L. Phiri,22,South Africa,70,80,En Avant de Guingamp
Sérgio Espinho,33,Brazil,70,70,Grêmio Foot-Ball Porto Alegrense
R. Dugalić,24,Serbia,70,75,FC Tosno
I. Conté,26,Guinea,70,72,KV Oostende
L. Garritano,23,Italy,70,78,Chievo Verona
Fabián,21,Spain,70,78,Real Betis Balompié
M. Schönbächler,27,Switzerland,70,70,FC Zürich
N. Giannetti,26,Italy,70,73,Cagliari
D. Kumbela,33,DR Congo,70,70,Eintracht Braunschweig
J. Cristaldo,28,Argentina,70,70,Vélez Sarsfield
Pablo Pérez,23,Spain,70,76,Real Sporting de Gijón
Bernardo Motinho,25,Brazil,70,70,São Paulo Futebol Clube
V. Kostevych,24,Ukraine,70,76,Lech Poznań
Nacho Vidal,22,Spain,70,76,Valencia CF
S. Ishizaki,35,Sweden,70,70,AIK Solna
B. van Hintum,30,Netherlands,70,70,Heracles Almelo
Y. Musavu-King,25,Gabon,70,73,FC St. Gallen
L. Melano,24,Argentina,70,76,Estudiantes de La Plata
M. Haïdara,24,France,70,75,Newcastle United
P. Olayinka,21,Nigeria,70,78,SV Zulte-Waregem
S. Rosales,22,Argentina,70,80,Racing Club de Avellaneda
B. Angulo,27,Colombia,70,70,Puebla
V. Dyakov,28,Russia,70,70,Medicana Sivasspor
C. Giménez,36,Mexico,70,70,Cruz Azul
A. Bernardini,30,Italy,70,70,Salernitana
Yu Sang Hun,28,Korea Republic,70,70,Sangju Sangmu FC
J. Walker,24,Scotland,70,71,Heart of Midlothian
S. Domínguez,36,Argentina,70,70,Newell's Old Boys
A. Sørloth,21,Norway,70,76,FC Midtjylland
A. Lukse,29,Austria,70,70,SCR Altach
K. Larsen,24,Denmark,70,74,FC Groningen
F. Semb Berge,27,Norway,70,73,Odds BK
Rodri,27,Spain,70,71,C.D. Leonesa S.A.D.
A. Głowacki,38,Poland,70,70,Wisła Kraków
J. Zárate,25,Mexico,70,73,Monarcas Morelia
S. Kittel,24,Germany,70,76,FC Ingolstadt 04
N. Barella,20,Italy,70,86,Cagliari
L. Camp,32,Northern Ireland,70,70,Cardiff City
A. Matthews,25,Wales,70,74,Sunderland
F. Arizala,31,Colombia,70,70,Atlético Bucaramanga
R. Filippi,28,France,70,71,Tours FC
A. Traustason,24,Iceland,70,74,AEK Athens
G. Cosaro,27,Argentina,70,70,Club Atlético Tigre
Óscar Pinchi,21,Spain,70,79,RC Deportivo de La Coruña
K. Rezaei,25,Iran,70,73,Sporting Charleroi
D. Vukovic,32,Australia,70,70,KRC Genk
S. Strandberg,26,Norway,70,72,FC Krasnodar
R. Nouri,32,France,70,70,AC Ajaccio
R. Torres,31,Panama,70,70,Seattle Sounders FC
B. Sharp,31,England,70,70,Sheffield United
E. Valencia,32,Colombia,70,70,Atletico Nacional Medellin
J. Burić,30,Bosnia Herzegovina,70,70,Lech Poznań
G. Chanturia,24,Georgia,70,76,FC Ural
Y. Namli,23,Denmark,70,75,PEC Zwolle
D. Benlamri,27,Algeria,70,70,Al Shabab
T. Ben Haim,27,Israel,70,70,Sparta Praha
N. Bitton,25,Israel,70,72,Celtic
M. Herrera,25,Argentina,70,74,Club Atlético Lanús
Raphael Guzzo,22,Portugal,70,81,CF Reus Deportiu
Rubén Sobrino,25,Spain,70,75,Deportivo Alavés
S. Henderson,29,Republic of Ireland,70,70,Nottingham Forest
Milton Menceiros,25,Brazil,70,70,Atlético Clube Goianiense
Flávio,23,Brazil,70,77,CD Feirense
A. Gunnarsson,28,Iceland,70,70,Cardiff City
R. Sawyers,25,St Kitts Nevis,70,73,Brentford
G. Grigalava,27,Georgia,70,72,Arsenal Tula
Y. Reyna,23,Peru,70,75,Vancouver Whitecaps FC
J. Penroz,25,Chile,70,70,Curicó Unido
H. Faik,25,Netherlands,70,74,Excelsior
L. Jović,19,Serbia,70,83,Eintracht Frankfurt
A. Bonnet,30,France,70,70,Le Havre AC
T. Smith,27,New Zealand,70,70,Ipswich Town
T. Kaminski,24,Belgium,70,74,KV Kortrijk
Filipe Melo,27,Portugal,70,71,Grupo Desportivo de Chaves
Kike Sola,31,Spain,70,70,Athletic Club de Bilbao
D. Rudd,26,England,70,74,Preston North End
Han Kyo Won,27,Korea Republic,70,70,Jeonbuk Hyundai Motors
Arsénio,27,Portugal,70,70,Moreirense FC
Césario Figueirido,33,Brazil,70,70,Vitória 
Bruno Viana,22,Brazil,70,76,SC Braga
Ratón,24,Spain,70,77,Real Zaragoza
C. Jorquera,28,Chile,70,70,Bursaspor
M. Piedrahita,32,Colombia,70,70,CPD Junior Barranquilla
T. Parker,24,United States,70,75,Vancouver Whitecaps FC
M. Jarvis,31,England,70,70,Norwich City
L. Krajnc,22,Slovenia,70,76,Frosinone
D. Peralta,32,Colombia,70,70,Deportivo Pasto
A. Lusamba,20,France,70,81,OGC Nice
G. Acosta,28,Argentina,70,70,Atlético Tucumán
Fernando Boldrin,28,Brazil,70,70,Kayserispor
Z. Touré,27,Senegal,70,72,FC Lorient
T. Kempe,28,Germany,70,70,SV Darmstadt 98
B. Darri,22,Netherlands,70,75,Heracles Almelo
V. Giraldo,31,Colombia,70,70,Independiente Santa Fe
K. Sema,23,Sweden,70,76,Östersunds FK
R. García Guerreño,27,Paraguay,70,71,Club Atlético Lanús
S. Colombi,26,Italy,70,74,Carpi
J. Lynch,29,Wales,70,70,Queens Park Rangers
Cristian Herrera,26,Spain,70,73,CD Lugo
T. Souček,22,Czech Republic,70,79,
R. Revoredo,31,Peru,70,70,
S. Ganvoula,21,Congo,70,78,KV Mechelen
J. Fleck,25,Scotland,70,73,Sheffield United
R. Rojas,29,Paraguay,70,70,
R. Woods,23,England,70,75,Brentford
D. Villalpando,25,Mexico,70,72,Necaxa
E. Oztumer,26,England,70,73,Walsall
O. Oularé,21,Belgium,70,78,Royal Antwerp FC
M. Çelik,27,Sweden,70,70,BK Häcken
Eguaras,25,Spain,70,74,Real Zaragoza
D. Edwards,31,Wales,70,70,Reading
H. Jurjus,23,Netherlands,70,77,Roda JC Kerkrade
J. Choplin,32,France,70,70,Chamois Niortais FC
J. Álvarez,36,Venezuela,70,70,CD Numancia
Muralha,24,Brazil,70,74,Pohang Steelers
Eltson Marques,25,Brazil,70,70,Coritiba Foot Ball Club
W. Sandilands,33,South Africa,70,70,Orlando Pirates
N. Ibáñez,22,Argentina,70,75,Gimnasia y Esgrima La Plata
J. Böðvarsson,25,Iceland,69,71,Reading
A. Olanare,23,Nigeria,69,73,CSKA Moscow
C. Guzmán,23,Mexico,69,74,Monarcas Morelia
C. Lombardi,21,Italy,69,80,Benevento Calcio
A. Dej,25,Poland,69,72,Sportfreunde Lotte
L. Koutris,21,Greece,69,76,Olympiakos CFP
M. Sordell,26,England,69,72,Burton Albion
M. van der Maarel,27,Netherlands,69,71,FC Utrecht
K. Çörekçi,25,Turkey,69,73,Trabzonspor
R. Munsy,27,DR Congo,69,69,Grasshopper Club Zürich
N. Bodurov,31,Bulgaria,69,69,
D. John,22,Wales,69,77,Rangers
E. Fernandes,21,Switzerland,69,81,West Ham United
F. Poli,28,Italy,69,70,Carpi
B. Manuel,20,Belgium,69,78,KRC Genk
M. Crimi,27,Italy,69,70,Virtus Entella
M. Matras,26,Poland,69,71,Lechia Gdańsk
Luiz Phellype,23,Brazil,69,75,FC Paços de Ferreira
H. Grana,32,Argentina,69,69,FC Dallas
M. Mills,30,England,69,69,Nottingham Forest
J. Valenzuela,33,Mexico,69,69,Club Tijuana
V. Fındıklı,26,Turkey,69,72,Atiker Konyaspor
A. Kamara,22,France,69,78,Fulham
Santi Comesaña,20,Spain,69,75,Rayo Vallecano
J. Mutch,25,England,69,70,Crystal Palace
E. Boateng,23,Ghana,69,74,LA Galaxy
Ewandro,21,Brazil,69,78,Udinese
C. Mansillas,25,Chile,69,69,CD O'Higgins
G. Holtmann,22,Germany,69,78,1. FSV Mainz 05
Alberto Perea,26,Spain,69,70,Cádiz C.F.
M. Lukač,31,Serbia,69,69,Akhisar Belediyespor
A. Baroja,27,Venezuela,69,71,
F. Zampano,23,Italy,69,75,Pescara
A. Escuderos,29,Chile,69,69,CD Huachipato
G. Flores,31,Mexico,69,69,Cruz Azul
L. Manyama,26,South Africa,69,70,Atiker Konyaspor
R. Kent,20,England,69,80,SC Freiburg
A. O'Connor,24,Republic of Ireland,69,71,Aberdeen
D. Dessoleil,24,Belgium,69,72,Sporting Charleroi
Fran Sol,25,Spain,69,72,Willem II
C. Nørgaard,23,Denmark,69,76,Brøndby IF
P. Celeban,32,Poland,69,69,Śląsk Wrocław
L. Hernández,31,Mexico,69,69,Necaxa
Íñigo López,34,Spain,69,69,SD Huesca
J. Rodríguez,24,Mexico,69,72,Club Tijuana
J. Correa,24,Argentina,69,74,Vélez Sarsfield
A. Larenardo,29,Chile,69,69,Audax Italiano
Bruno Tabata,20,Brazil,69,78,Portimonense SC
C. Kum,31,Germany,69,69,Roda JC Kerkrade
L. Marín,25,Argentina,69,71,FC Lausanne-Sports
S. Janko,21,Switzerland,69,75,AS Saint-Étienne
C. Brannagan,21,England,69,79,Liverpool
S. Eduok,23,Nigeria,69,73,Kasimpaşa SK
J. Buijs,28,Netherlands,69,69,Sydney FC
M. Olsson,29,Sweden,69,69,Derby County
D. Stroh-Engel,31,Germany,69,69,Karlsruher SC
Peter Torreiro,25,Brazil,69,69,Grêmio Foot-Ball Porto Alegrense
A. Zaseev,29,Russia,69,69,FC Ufa
S. Hutchinson,26,England,69,72,Millwall
P. Hofmann,24,Germany,69,74,SpVgg Greuther Fürth
Edson Farias,25,Brazil,69,72,CD Feirense
Igor Madinha,25,Brazil,69,69,São Paulo Futebol Clube
W. Buckley,27,England,69,69,Bolton Wanderers
C. Martínez Borja,29,Colombia,69,69,CD America de Cali
M. Kelemen,37,Slovakia,69,69,Jagiellonia Białystok
I. Šaponjić,19,Serbia,69,78,SV Zulte-Waregem
C. Evans,28,Wales,69,69,Sheffield United
D. Ward,26,England,69,71,Cardiff City
L. Gordinho,23,South Africa,69,74,Kaizer Chiefs
S. Ameobi,25,Nigeria,69,72,Bolton Wanderers
J. Price,24,England,69,72,Wolverhampton Wanderers
V. Karavaev,22,Russia,69,77,Sparta Praha
M. Lumb,29,Denmark,69,69,Lyngby BK
S. Koita,23,Niger,69,75,Amiens SC Football
Go Yo Han,29,Korea Republic,69,69,FC Seoul
E. Falkenburg,29,Netherlands,69,69,ADO Den Haag
P. Filipović,26,Croatia,69,71,Atiker Konyaspor
Patric,24,Spain,69,75,Lazio
V. Bozhikov,29,Bulgaria,69,69,
S. Zdjelar,22,Serbia,69,78,Olympiakos CFP
Caio Tafarell,25,Brazil,69,69,Avaí Futebol Clube
O. El Hajjam,26,Morocco,69,72,Amiens SC Football
I. Höhn,25,Germany,69,72,SV Darmstadt 98
Luciano Cacheira,33,Brazil,69,69,Associação Chapecoense de Futebol
N. Belmonte,30,Italy,69,69,Perugia
M. Dreyer,28,France,69,70,SM Caen
A. Vellios,25,Greece,69,71,Nottingham Forest
C. Saiz,25,Colombia,69,72,Argentinos Juniors
F. Fielding,29,England,69,69,Bristol City
F. Chalov,19,Russia,69,82,CSKA Moscow
O. Onyewu,35,United States,69,69,Philadelphia Union
R. Ripart,24,France,69,75,Nîmes Olympique
S. Papagiannopoulos,26,Sweden,69,71,Östersunds FK
T. Mrčela,26,Australia,69,71,Jeonnam Dragons
T. Barkhuizen,23,England,69,75,Preston North End
V. Cantillo,23,Colombia,69,78,CPD Junior Barranquilla
S. Memišević,23,Bosnia Herzegovina,69,74,FC Groningen
A. Palić,29,Croatia,69,69,Royal Excel Mouscron
D. Daube,27,Germany,69,69,1. FC Union Berlin
A. Jung,25,Germany,69,73,Brøndby IF
Iñaki Astiz,33,Spain,69,69,Legia Warszawa
J. Maddison,20,England,69,80,Norwich City
Z. Steffen,22,United States,69,78,Columbus Crew SC
S. Bigalke,27,Germany,69,69,SpVgg Unterhaching
M. Silvestri,26,Italy,69,73,Hellas Verona
G. Castellani,29,Argentina,69,69,Defensa y Justicia
V. Hristov,28,Bulgaria,69,69,FC SKA-Energiya Khabarovsk
Andrea Orlandi,32,Spain,69,69,Novara
S. Roudet,36,France,69,69,Valenciennes FC
S. Gonther,30,Germany,69,69,SG Dynamo Dresden
M. Kopczyński,25,Poland,69,72,Legia Warszawa
B. Heynen,20,Belgium,69,79,KRC Genk
Bismark,23,Brazil,69,74,Al Qadisiyah
Caro,23,Spain,69,76,Sevilla Atlético
R. Gabrielsen,25,Norway,69,73,Molde FK
M. Pérez,26,Colombia,69,69,Deportes Tolima
A. Zamorano,23,Mexico,69,72,Querétaro
O. Fink,35,Germany,69,69,Fortuna Düsseldorf
V. Salatić,31,Switzerland,69,69,FC Ufa
M. Delač,24,Croatia,69,72,Chelsea
Juanto,25,Spain,69,72,CF Os Belenenses
F. Andrada,23,Argentina,69,75,Vélez Sarsfield
N. Leyes,27,Argentina,69,69,Newell's Old Boys
S. Alibaz,27,Germany,69,69,Hansa Rostock
F. Hanin,27,France,69,70,CF Os Belenenses
S. Ciss,28,Senegal,69,69,Angers SCO
R. Khedira,23,Germany,69,74,FC Augsburg
P. Alikin,33,Russia,69,69,FC Ufa
C. Hountondji,23,France,69,74,GFC Ajaccio
O. Hernández,24,Cuba,69,74,Eintracht Braunschweig
S. Sharahili,27,Saudi Arabia,69,69,Al Nassr
Y. Salmier,24,France,69,74,RC Strasbourg
R. Fredericks,24,England,69,74,Fulham
K. Olsson,22,Sweden,69,77,AIK Solna
D. Iorfa,22,England,69,79,Ipswich Town
L. Morosini,21,Italy,69,79,Avellino
Rubén Cruz,31,Spain,69,69,Cádiz C.F.
Sandeiro Leal,29,Brazil,69,69,Clube Atlético Paranaense
L. Ibáñez,28,Argentina,69,69,Kardemir Karabükspor
Aitor,26,Spain,69,72,CD Numancia
N. Gießelmann,25,Germany,69,72,Fortuna Düsseldorf
M. Targett,21,England,69,80,Southampton
Lee Chan Dong,24,Korea Republic,69,75,Jeju United FC
Ranteiro Alves,33,Brazil,69,69,Associação Atlética Ponte Preta
L. Faravelli,24,Argentina,69,74,Gimnasia y Esgrima La Plata
C. Fauño,25,Chile,69,69,San Luis de Quillota
D. Zuma,22,South Africa,69,77,Kaizer Chiefs
R. Krishna,29,Fiji,69,69,Wellington Phoenix
Brandon Thomas,22,Spain,69,76,Stade Rennais FC
I. Vargić,30,Croatia,69,69,Lazio
L. Boussaha,29,France,69,69,Bourg en Bresse Péronnas 01
R. Sanusi,25,Belgium,69,72,Sparta Rotterdam
R. Carrera,25,Argentina,69,72,Arsenal de Sarandí
P. Delecroix,28,France,69,72,FC Lorient
Gerard Badía,27,Spain,69,69,Piast Gliwice
M. Núñez,30,Argentina,69,69,CD Los Millionarios Bogota
W. Endo,24,Japan,69,72,Urawa Red Diamonds
L. Scaglia,30,Italy,69,69,Parma
M. Masango,27,South Africa,69,69,Randers FC
P. Sagna,26,France,69,69,Moreirense FC
A. El Messaoudi,21,Morocco,69,77,KV Mechelen
S. Benedetti,25,Italy,69,74,Virtus Entella
M. Gorgelin,26,France,69,73,Olympique Lyonnais
L. Silva,28,United States,69,69,Real Salt Lake
M. Schwäbe,22,Germany,69,76,SG Dynamo Dresden
S. Marinos,29,Greece,69,69,Sporting Charleroi
M. Justesen,34,Denmark,69,69,Hobro IK
S. Sparagna,22,France,69,75,Boavista FC
M. Lüftner,23,Czech Republic,69,75,FC København
Juan Muñiz,25,Spain,69,72,Gimnàstic de Tarragona
E. Sağlik,25,Belgium,69,72,Sporting Charleroi
V. Poluyakhtov,27,Russia,69,69,FC Anzhi Makhachkala
E. Cabaco,22,Uruguay,69,79,Levante UD
M. Jacobs,25,England,69,71,Wigan Athletic
A. Guié Guié,30,Ivory Coast,69,69,US Orléans Loiret Football
P. van Anholt,26,Netherlands,69,72,LA Galaxy
J. Angulo,28,Colombia,69,69,CD America de Cali
J. Samuelsen,32,Norway,69,69,Odds BK
A. Frączczak,29,Poland,69,69,Pogoń Szczecin
S. Bentivoglio,32,Italy,69,69,F.B.C. Unione Venezia
Linares,34,Spain,69,69,Real Oviedo
A. Rooney,29,Republic of Ireland,69,69,Aberdeen
P. Škuletić,27,Serbia,69,70,Gençlerbirliği SK
R. Wolski,24,Poland,69,73,Lechia Gdańsk
S. Tarashaj,22,Switzerland,69,79,Everton
S. De Petter,31,Belgium,69,69,Sint-Truidense VV
A. Garofalo,32,Italy,69,69,F.B.C. Unione Venezia
Sunny,28,Nigeria,69,69,Real Salt Lake
O. Gaber,25,Egypt,69,74,FC Basel
M. Rasmussen,32,Denmark,69,69,Aarhus GF
C. Rodríguez,35,Argentina,69,69,Colon de Santa Fe
M. Bueno,23,Mexico,69,76,Monterrey
E. Berggreen,24,Denmark,69,75,1. FSV Mainz 05
Carvamelinho,33,Brazil,69,69,Santos Futebol Clube
R. Oudin,20,France,69,77,Stade de Reims
L. Thy,25,Germany,69,72,VVV-Venlo
R. M'Bolhi,31,Algeria,69,69,Stade Rennais FC
S. Dallas,26,Northern Ireland,69,70,Leeds United
S. Walsh,22,Netherlands,69,75,SV Zulte-Waregem
Jaimosa Cavaco,29,Brazil,69,69,Vitória 
G. Teigl,26,Austria,69,72,FC Augsburg
A. Timofeev,23,Russia,69,80,Spartak Moscow
Z. Ferhat,24,Algeria,69,73,Le Havre AC
Alfaro,30,Spain,69,69,Córdoba CF
C. Techera,25,Uruguay,69,71,Vancouver Whitecaps FC
J. Worrall,20,England,69,82,Nottingham Forest
K. Sarfo,22,Ghana,69,79,Malmö FF
G. Hernández,24,Mexico,69,74,Tiburones Rojos de Veracruz
Curro Sánchez,21,Spain,69,81,Sevilla Atlético
N. Brighenti,27,Italy,69,69,Frosinone
C. Bonilla,24,Colombia,69,76,La Equidad
S. Abdullahi,20,Nigeria,69,77,Eintracht Braunschweig
J. Ankersen,26,Denmark,69,70,Aarhus GF
Alex,28,Brazil,69,69,Houston Dynamo
Kim Seung Dae,26,Korea Republic,69,71,Pohang Steelers
B. Lozano,23,Uruguay,69,76,Santos Laguna
M. Zimmermann,25,Germany,69,73,VfB Stuttgart
Y. Minev,36,Bulgaria,69,69,
G. Cvijanović,30,Slovenia,69,69,Korona Kielce
Marco Sangalli,25,Spain,69,72,AD Alcorcón
M. Sobottka,23,Germany,69,76,Fortuna Düsseldorf
R. Bormuth,21,Germany,69,79,Fortuna Düsseldorf
T. Makino,30,Japan,69,69,Urawa Red Diamonds
B. Martella,24,Italy,69,71,Crotone
R. Raţ,36,Romania,69,69,Rayo Vallecano
R. James,23,England,69,75,Wigan Athletic
V. Bojinov,31,Bulgaria,69,69,FC Lausanne-Sports
S. Taylor,31,England,69,69,Peterborough United
R. Acquafresca,29,Italy,69,69,FC Sion
U. Uçar,30,Turkey,69,69,İstanbul Başakşehir FK
J. Estrada,34,Colombia,69,69,Atlético Bucaramanga
Rafael Silva,25,Brazil,69,71,Urawa Red Diamonds
A. Al Jebreen,27,Saudi Arabia,69,69,Al Nassr
Prazeracinho,33,Brazil,69,69,Santos Futebol Clube
A. Dovbnya,30,Russia,69,70,FC SKA-Energiya Khabarovsk
A. Rosati,34,Italy,69,69,Perugia
K. Jones,32,Trinidad & Tobago,69,69,Atlanta United FC
Anderson Lopes,23,Brazil,69,74,Sanfrecce Hiroshima
A. Trajkovski,24,FYR Macedonia,69,74,Palermo
Y. Abe,35,Japan,69,69,Urawa Red Diamonds
M. Bravo,30,Argentina,69,69,Tiburones Rojos de Veracruz
M. Holgersson,32,Sweden,69,69,Lorca Deportiva CF
D. Arslanagic,24,Belgium,69,73,Royal Antwerp FC
Lee Seung Woo,19,Korea Republic,69,78,Hellas Verona
E. Ocansey,19,Ghana,69,81,KAS Eupen
C. Forsyth,28,Scotland,69,69,Derby County
C. Hérelle,24,France,69,75,ES Troyes AC
S. Stangl,25,Austria,69,73,FC Red Bull Salzburg
F. Haugen,25,Norway,69,74,SK Brann
Wagner,30,Brazil,69,69,Tondela
G. Carabajal,25,Argentina,69,72,San Martín de San Juan
C. Lucchetti,39,Argentina,69,69,Atlético Tucumán
J. Knudsen,24,Denmark,69,74,Ipswich Town
P. Sammarco,34,Italy,69,69,Frosinone
V. Milinković-Savić,20,Serbia,69,77,Torino
Kim Kwang Suk,34,Korea Republic,69,69,Pohang Steelers
A. Cerri,21,Italy,69,81,Perugia
J. Ávila,25,Colombia,69,75,CPD Junior Barranquilla
L. Kleinheisler,23,Hungary,69,76,
R. Aliendro,26,Argentina,69,70,Atlético Tucumán
C. Erbes,27,Argentina,69,70,Chacarita Juniors
F. Daprelà,26,Switzerland,69,71,FC Lugano
J. Baffo,24,Sweden,69,74,Eintracht Braunschweig
Miquel,24,Spain,69,77,CD Lugo
A. Al Faraj,28,Saudi Arabia,69,69,Al Nassr
G. Verón,27,Argentina,69,69,New York Red Bulls
D. Goutas,23,Greece,69,74,Sint-Truidense VV
P. Mtiliga,36,Denmark,69,69,FC Nordsjælland
R. Raldes,36,Bolivia,69,69,
A. Cossu,37,Italy,69,69,Cagliari
A. Saldívar,27,Mexico,69,71,U.N.A.M.
G. Maluleka,28,South Africa,69,69,Kaizer Chiefs
J. Duverne,19,France,69,78,RC Lens
D. Frahn,30,Germany,69,69,Chemnitzer FC
S. De Ridder,30,Belgium,69,69,Sporting Lokeren
M. Scozzarella,29,Italy,69,69,Parma
W. Grigg,25,Northern Ireland,69,71,Wigan Athletic
P. Grbić,28,Montenegro,69,69,Akhisar Belediyespor
M. Hassen,22,France,69,76,La Berrichonne de Châteauroux
K. Barbarouses,27,New Zealand,69,69,Melbourne Victory
Mario Fernández,29,Spain,69,70,Rayo Vallecano
E. Bergström,24,Sweden,69,75,Grasshopper Club Zürich
L. Munesos,25,Chile,69,69,CD Huachipato
M. Barbieri,23,Argentina,69,76,Racing Club de Avellaneda
Mário Felgueiras,30,Portugal,69,69,FC Paços de Ferreira
M. Woolford,31,England,69,69,Grimsby Town
F. Píriz,27,Uruguay,69,71,Montpellier Hérault SC
W. López,31,Uruguay,69,69,La Spezia
C. Arias,29,Colombia,69,69,Alianza Petrolera
C. Nasuti,34,Argentina,69,69,Bahía Blanca
J. Kouffaty,24,Venezuela,69,76,CD Los Millionarios Bogota
P. Małecki,28,Poland,69,69,Wisła Kraków
Pedro Trigueira,29,Portugal,69,69,Vitória Setúbal
Christian Fernández,31,Spain,69,69,Real Oviedo
P. Schönfeld,28,Germany,69,69,Eintracht Braunschweig
T. Kleindienst,21,Germany,69,77,SC Freiburg
K. Arkivuo,34,Finland,69,69,BK Häcken
M. Watkins,26,Wales,69,70,Norwich City
A. Dantsev,32,Russia,69,69,FC Ural
K. Phillips,21,England,69,79,Leeds United
J. van der Lely,21,Netherlands,69,76,FC Twente
Léo Jabá,18,Brazil,69,84,Terek Grozny
T. Bianchi,28,Italy,69,69,Ascoli
H. Singh,26,Norway,69,71,Kalmar FF
S. Kulovits,34,Austria,69,69,SV Sandhausen
N. Næss,24,Norway,69,73,SC Heerenveen
G. Kagelmacher,29,Uruguay,69,69,KV Kortrijk
M. Pospíšil,26,Czech Republic,69,70,Jagiellonia Białystok
J. Schauerte,29,Germany,69,69,Fortuna Düsseldorf
K. Nagai,28,Japan,69,69,F.C. Tokyo
A. Aguerre,26,Argentina,69,73,Vélez Sarsfield
L. Steele,32,England,69,69,Bristol City
A. Castro,22,Argentina,69,79,San Lorenzo de Almagro
D. Bernhardt,31,Germany,69,69,VfR Aalen
O. García,32,Honduras,69,69,Houston Dynamo
A. Sánchez,30,Argentina,69,69,Atlético Tucumán
S. Peszko,32,Poland,69,69,Lechia Gdańsk
Paulo Fajarda,25,Brazil,69,69,Avaí Futebol Clube
R. Orsolini,20,Italy,69,84,Atalanta
B. Nouri,30,Iraq,69,69,Östersunds FK
T. Tchani,28,Cameroon,69,69,Vancouver Whitecaps FC
D. Høegh,26,Denmark,69,71,SC Heerenveen
N. Dimitrov,29,Bulgaria,69,69,FC Ural
A. Karamanos,26,Greece,69,70,Rio Ave FC
H. Mosquera,22,Colombia,69,78,CD Los Millionarios Bogota
Hélder Ferreira,20,Portugal,69,78,Vitória Guimarães
C. Ibargüen,21,Colombia,69,79,Corporación Club Deportivo Tuluá
E. Zavaleta,24,United States,69,72,Toronto FC
M. Pellizzer,28,Italy,69,71,Virtus Entella
M. Cremonesi,29,Italy,69,69,Ferrara (SPAL)
G. O'Neil,34,England,69,69,Bristol City
Galán,31,Spain,69,69,Rayo Vallecano
G. Loovens,33,Netherlands,69,69,Sheffield Wednesday
E. Valentini,28,Germany,69,69,1. FC Nürnberg
N. Ibáñez,35,Argentina,69,69,Newell's Old Boys
C. Donaldson,33,Jamaica,69,69,Sheffield United
Sandro Maceira,25,Brazil,69,69,Associação Chapecoense de Futebol
F. Quignon,24,Argentina,69,76,San Lorenzo de Almagro
R. Holmes,30,England,69,69,Charlton Athletic
J. Cordoval,27,France,69,70,ES Troyes AC
G. Zigoni,26,Italy,69,70,F.B.C. Unione Venezia
J. Corona,26,United States,69,70,Club Tijuana
L. Néry,26,France,69,72,Valenciennes FC
W. Bruin,27,United States,69,69,Seattle Sounders FC
J. Bořil,26,Czech Republic,69,72,
J. Kosecki,26,Poland,69,69,Śląsk Wrocław
D. Gordon,32,Jamaica,69,69,Karlsruher SC
G. Maniatis,30,Greece,69,69,Alanyaspor
L. Murphy,27,England,69,70,Burton Albion
P. Paye,27,France,69,69,Bourg en Bresse Péronnas 01
V. Bora,22,Turkey,69,78,Atiker Konyaspor
K. Haggui,33,Tunisia,69,69,FC St. Gallen
Sandro Manoel,28,Brazil,69,69,Al Fateh
S. Dyakov,33,Bulgaria,69,69,
J. Meffert,22,Germany,69,75,SC Freiburg
A. Balić,19,Croatia,69,77,Udinese
R. Erramuspe,27,Argentina,69,72,Independiente Medellín
J. Hobbs,28,England,69,69,Nottingham Forest
J. Lowe,25,England,69,71,Birmingham City
M. Abero,27,Uruguay,69,70,Club Atlético Tigre
S. Piette,22,Canada,69,76,Montreal Impact
P. Klandt,33,Germany,69,69,SC Freiburg
C. Solly,26,England,69,71,Charlton Athletic
A. Ibrahim,26,Norway,69,72,Vålerenga Fotball
Joelinton,20,Brazil,69,76,SK Rapid Wien
M. Pučko,23,Slovenia,69,78,Real Oviedo
M. Jakobsen,31,Denmark,69,69,Melbourne City
L. Peltier,30,England,69,69,Cardiff City
E. Andersen,24,Norway,69,72,Strømsgodset IF
O. Vranješ,27,Bosnia Herzegovina,69,70,AEK Athens
P. Ziegler,27,Germany,69,70,1. FC Kaiserslautern
D. Wheater,30,England,69,69,Bolton Wanderers
D. Boer,36,Netherlands,69,69,PEC Zwolle
